disease,f1,rouge1,rouge2,rougeL,bleu4
尿失禁的西医治疗方法有哪些。,0.0501567398119122,0.0382165555113804,0.0,0.0382165555113804,0.0140466212647922
浅表扩散性恶性黑素瘤的西医治疗方法有哪些。,0.0409207161125319,0.031088077910146,0.0,0.031088077910146,0.0113822225106323
鳃瘘的西医治疗方法有哪些。,0.056782334384858,0.0448717898966557,0.0,0.0448717898966557,0.0142209096129011
亚急性非化脓性甲状腺炎的西医治疗方法有哪些。,0.0099502487562189,0.0,0.0,0.0,0.0032740297364563
2型糖尿病伴肌病的西医治疗方法有哪些。,0.0251046025104602,0.0169133146342239,0.0,0.0169133146342239,0.0045276440739875
髌腱断裂的西医治疗方法有哪些。,0.0292887029288702,0.021231417606485,0.0,0.021231417606485,0.0063871857622144
鼻部表皮样囊肿的西医治疗方法有哪些。,0.0666666666666666,0.0571428523641764,0.0,0.0571428523641764,0.0036812512664727
分娩期麻醉并发症的西医治疗方法有哪些。,0.0103626943005181,0.0,0.0,0.0,0.0018106637645099
子宫骶骨韧带继发恶性肿瘤的西医治疗方法有哪些。,0.0277777777777777,0.0169014034716935,0.0,0.0169014034716935,0.0099649987997702
狼疮性心肌病的西医治疗方法有哪些。,0.1542416452442159,0.1458333284181045,0.0178253069442472,0.1041666617514379,0.0151375002084319
局限性颅内压增高的西医治疗方法有哪些。,0.0596330275229357,0.051044079077094,0.0,0.051044079077094,0.0068861921879967
腰椎间盘钙化的西医治疗方法有哪些。,0.0319999999999999,0.0217983601422547,0.0,0.0217983601422547,0.0032946761018124
隐性代偿性休克的西医治疗方法有哪些。,0.0305676855895196,0.0220750502054014,0.0,0.0220750502054014,0.0086854910953983
舌病的西医治疗方法有哪些。,0.2436548223350253,0.2365038511080419,0.0548885027198884,0.2056555220591988,0.0187980736377408
先天性脊髓发育不良的西医治疗方法有哪些。,0.0355329949238578,0.0257069360699449,0.0033444767136345,0.0257069360699449,0.0085114527920497
胃肠道毛细血管扩张症的西医治疗方法有哪些。,0.1785714285714285,0.1715575573264578,0.0337423263636199,0.1399548485228461,0.0139611192574757
子宫韧带炎的西医治疗方法有哪些。,0.3385416666666667,0.3324538209956768,0.1020408113687007,0.2638522378822203,0.0430776809914154
颈部脊髓完全损伤的西医治疗方法有哪些。,0.0291666666666666,0.021052626947724,0.0,0.021052626947724,0.0060223314921894
贝克肌营养不良的西医治疗方法有哪些。,0.0426540284360189,0.0335731368410889,0.0,0.0335731368410889,0.0062672203022693
妊娠合并癫痫的西医治疗方法有哪些。,0.0329411764705882,0.0238095191161006,0.0,0.0238095191161006,0.0060147765904123
胃动脉损伤的西医治疗方法有哪些。,0.3002680965147453,0.2934782561426335,0.0575539519962738,0.2119565170121988,0.0208607852607522
药物性中性粒细胞减少症的西医治疗方法有哪些。,0.0839160839160839,0.0711743722931577,0.009302320920608,0.0711743722931577,0.0187608997393342
纯睾丸支持细胞综合征的西医治疗方法有哪些。,0.042042042042042,0.0303951318716575,0.0,0.0303951318716575,0.0056412884792472
趾短伸肌腱腱损伤的西医治疗方法有哪些。,0.3155216284987277,0.3108808240805122,0.0553745878474577,0.2383419639768853,0.0238261605446944
母源性先天性肾上腺发育不全的西医治疗方法有哪些。,0.0752941176470588,0.0668257707693625,0.0031298854565972,0.0525059617001502,0.0071478253813648
唇和口腔浅表损伤的西医治疗方法有哪些。,0.0810234541577825,0.0732758574614487,0.0,0.0517241333235178,0.006814315559886
急性前间壁高侧壁再发心肌梗死的西医治疗方法有哪些。,0.0168776371308016,0.0085287796623976,0.0,0.0085287796623976,0.0039243565115275
海绵窦炎的西医治疗方法有哪些。,0.1425287356321839,0.1348837165550028,0.0099502441305929,0.1023255770201191,0.0103751308860233
面部蜂窝织炎的西医治疗方法有哪些。,0.0302375809935205,0.0218340568737255,0.0,0.0218340568737255,0.0055578372075809
损伤性食管穿孔的西医治疗方法有哪些。,0.1224489795918367,0.1124260305115369,0.0108108058635522,0.1005917109849097,0.0047798553510144
格雷夫斯病继发青光眼的西医治疗方法有哪些。,0.0533333333333333,0.040677961132089,0.0,0.040677961132089,0.0140900464658135
家族性多发性纤维毛囊瘤的西医治疗方法有哪些。,0.0197044334975369,0.0149625886642511,0.0,0.0149625886642511,0.0033948546972264
嵌甲的西医治疗方法有哪些。,0.0369393139841688,0.0265251939871534,0.0,0.0265251939871534,0.004249584626147
低钠血症的西医治疗方法有哪些。,0.2212189616252821,0.2146118672666334,0.0270270220400589,0.1917808170383229,0.0212482256006752
急性下壁高侧壁正后壁心肌梗死的西医治疗方法有哪些。,0.021680216802168,0.0110192787469002,0.0,0.0110192787469002,0.0048443447918545
皮埃尔-罗宾综合征的西医治疗方法有哪些。,0.071625344352617,0.0616246449393879,0.0037735799063077,0.0616246449393879,0.0140883749987266
慢性咽炎的西医治疗方法有哪些。,0.2585365853658537,0.2518518470420973,0.0452342438579088,0.1679012297581467,0.0155014158163726
外阴硬化性苔癣合并鳞状上皮增生的西医治疗方法有哪些。,0.0531697341513292,0.045454540635203,0.0027548159973602,0.045454540635203,0.0073825803969474
女性盆腔脓肿的西医治疗方法有哪些。,0.0444444444444444,0.0301886742766829,0.0,0.0301886742766829,0.0133646775448217
脊髓继发恶性肿瘤的西医治疗方法有哪些。,0.2571428571428572,0.250602404714066,0.0531249950001957,0.2072289107381624,0.0208978428555417
脂蛋白缺乏的西医治疗方法有哪些。,0.1995133819951338,0.1925925876389576,0.0467289669657229,0.1580246864043897,0.016692824683019
埃可病毒疹的西医治疗方法有哪些。,0.0405797101449275,0.0294117597619385,0.0,0.0294117597619385,0.0093473981905872
眼结核的西医治疗方法有哪些。,0.1830357142857143,0.1760722299062926,0.0291545139729202,0.1218961576715297,0.0214523774694083
结核性乳突炎的西医治疗方法有哪些。,0.0299145299145299,0.0215982677278906,0.0,0.0215982677278906,0.0048018009691916
带状疱疹性脑膜脑炎的西医治疗方法有哪些。,0.0381679389312977,0.0233462990234531,0.0,0.0233462990234531,0.0103548773898655
女性生殖器官交界性肿瘤的西医治疗方法有哪些。,0.032183908045977,0.0233100186095499,0.0,0.0233100186095499,0.004979322309125
颌面部淋巴瘤的西医治疗方法有哪些。,0.0277008310249307,0.0168539276606503,0.0,0.0168539276606503,0.0072894365451797
严重亚急性乙型肝炎的西医治疗方法有哪些。,0.0396039603960396,0.0268456325847944,0.0,0.0268456325847944,0.0120987980828832
全肺恶性肿瘤的西医治疗方法有哪些。,0.2801932367149758,0.2738386258523084,0.0445103807588343,0.2102689437007192,0.0236336768169723
肠道蛔虫的西医治疗方法有哪些。,0.1534988713318284,0.146118716743083,0.0350318423224579,0.1324200866060967,0.0119321869941204
视网膜色素变性(原发性)的西医治疗方法有哪些。,0.0353982300884955,0.0239520909390809,0.0,0.0239520909390809,0.0120662044146759
皮肤隐球菌病的西医治疗方法有哪些。,0.0699708454810495,0.0591715926473166,0.0,0.0473372731206895,0.0108870258199885
输卵管间质部妊娠流产的西医治疗方法有哪些。,0.0414937759336099,0.0336134404523875,0.0109439074514068,0.0336134404523875,0.0215679226139694
髋关节软骨损伤的西医治疗方法有哪些。,0.0595744680851063,0.0516128986348483,0.0028776930248411,0.0473118233660312,0.0091809579696561
甲营养不良的西医治疗方法有哪些。,0.0455840455840455,0.0346820759576003,0.0,0.0346820759576003,0.0106039446455407
非霍奇金淋巴瘤的西医治疗方法有哪些。,0.3027888446215139,0.2977867156382157,0.0866035133222127,0.2213279631231252,0.0317498944464732
颌骨骨移植后组织瓣坏死的西医治疗方法有哪些。,0.0736196319018404,0.066115697959583,0.0,0.0619834665546243,0.0038889198304855
头部浅表损伤后遗症的西医治疗方法有哪些。,0.2428940568475452,0.2356020893407528,0.0421393791432907,0.1675392621156219,0.0231127723856666
上颌窦内异物的西医治疗方法有哪些。,0.0563991323210412,0.0483516437535567,0.0,0.0439560393579524,0.0064864953156679
平坦部睫状体炎的西医治疗方法有哪些。,0.2399999999999999,0.2340966873800414,0.0370370321844716,0.1730279850899651,0.019952868753872
咽旁间隙感染的西医治疗方法有哪些。,0.224,0.2162162117076699,0.0601503713164258,0.1729729684644267,0.0157867619756396
胎盘早剥伴出血的西医治疗方法有哪些。,0.2417061611374407,0.2355769182527044,0.0324149059677592,0.2019230720988583,0.017488719310043
病毒性肝炎甲型急性黄疸型的西医治疗方法有哪些。,0.2512562814070352,0.2448979541848449,0.03503184213457,0.1836734643889266,0.0184212434271705
肋间血管损伤的西医治疗方法有哪些。,0.1167108753315649,0.1075268767903806,0.0072202116070881,0.1021505327043591,0.0102975494949911
下运动神经元综合征的西医治疗方法有哪些。,0.2185273159144893,0.2115384566643168,0.0527131733076622,0.1682692258950861,0.018644604154348
下肢深静脉栓塞的西医治疗方法有哪些。,0.0360824742268041,0.0261096556930658,0.0,0.0261096556930658,0.0036226037342541
单神经炎的西医治疗方法有哪些。,0.0984340044742729,0.0904977329129217,0.0212765909000759,0.0859728460350937,0.0184112557208934
颌间挛缩的西医治疗方法有哪些。,0.0345821325648414,0.023391807890121,0.0,0.023391807890121,0.010639334296098
硼酸中毒的西医治疗方法有哪些。,0.034313725490196,0.024813890928213,0.0,0.024813890928213,0.0082446057826836
肱骨远端交界性骨肿瘤的西医治疗方法有哪些。,0.0287081339712918,0.0192771036636969,0.0,0.0192771036636969,0.0027687149555175
下肢静脉功能不全的西医治疗方法有哪些。,0.0368098159509202,0.0249221134014625,0.0,0.0249221134014625,0.0030621593652687
环状视网膜炎的西医治疗方法有哪些。,0.0402684563758389,0.0273037492709301,0.0,0.0273037492709301,0.0102152028010874
肝腹水的西医治疗方法有哪些。,0.0355871886120996,0.0217391254515869,0.0,0.0217391254515869,0.0108440723313563
青少年型青光眼的西医治疗方法有哪些。,0.0586666666666666,0.0486486436509866,0.0,0.0432432382455812,0.0101150626720741
小肠交界性肿瘤的西医治疗方法有哪些。,0.0369515011547344,0.0280373782824927,0.002832856228371,0.0280373782824927,0.0050966331768006
低顺应性膀胱的西医治疗方法有哪些。,0.0392156862745098,0.0297766699675518,0.0,0.0297766699675518,0.0092322613083064
亚急性外阴炎的西医治疗方法有哪些。,0.0476190476190476,0.0346020712352588,0.0,0.0346020712352588,0.0047103555457047
非真性血管瘤，血管畸形的西医治疗方法有哪些。,0.2481751824817518,0.2419753036837068,0.0456769933831694,0.2074074024491389,0.019501697868732
低血容量性休克的西医治疗方法有哪些。,0.0410958904109589,0.0278745595260361,0.0,0.0278745595260361,0.0138413554605742
甲状旁腺功能减退的西医治疗方法有哪些。,0.0249999999999999,0.0126984076996744,0.0,0.0126984076996744,0.0083272254490854
胁腹开放性损伤的西医治疗方法有哪些。,0.0371352785145888,0.0319999952332807,0.0,0.0319999952332807,0.0038446675940457
颌骨动脉瘤性囊肿的西医治疗方法有哪些。,0.0318471337579617,0.0194174707784807,0.0,0.0194174707784807,0.0108644688614067
无指征剖宫产的单胎分娩的西医治疗方法有哪些。,0.0244498777506112,0.0148514801529278,0.0,0.0148514801529278,0.0074733662815503
盘状红斑狼疮的西医治疗方法有哪些。,0.0408163265306122,0.0321100867987761,0.0,0.0321100867987761,0.0092950321956399
副神经损伤的西医治疗方法有哪些。,0.0677200902934537,0.0593607261491632,0.0029895318833485,0.0593607261491632,0.0085773539563002
外阴疱疹的西医治疗方法有哪些。,0.2471395881006864,0.2407407360768176,0.0710973676996914,0.2129629582990398,0.027715629518918
双侧腹股沟直疝的西医治疗方法有哪些。,0.0428571428571428,0.043373489227,0.0,0.0337349350101327,0.0035438847954127
弓形虫脉络膜视网膜炎的西医治疗方法有哪些。,0.0506912442396313,0.0419580376976873,0.0,0.0419580376976873,0.0065228368649331
角膜穿通伤伴虹膜脱垂的西医治疗方法有哪些。,0.0597826086956521,0.0490463168332979,0.0,0.0490463168332979,0.0038876362555969
风湿性肺动脉瓣狭窄(中度)的西医治疗方法有哪些。,0.036144578313253,0.0244648268043291,0.0,0.0244648268043291,0.0105492265336671
舌下神经疾病的西医治疗方法有哪些。,0.0435729847494553,0.0352422862108721,0.0030395088790367,0.0352422862108721,0.005856806494546
锤状趾的西医治疗方法有哪些。,0.0325732899022801,0.019867544670849,0.0,0.019867544670849,0.0073786024244243
肘和腕关节创伤性切断的西医治疗方法有哪些。,0.0294736842105263,0.021321957022564,0.0,0.021321957022564,0.0062385484982287
末端骶骨脊膜膨出的西医治疗方法有哪些。,0.2807017543859649,0.2741116703434771,0.0752864107794635,0.2284263911556598,0.0256911165967713
腰部开放性损伤伴骨折的西医治疗方法有哪些。,0.0552995391705069,0.0466200417811253,0.0,0.0466200417811253,0.0093356785606255
淋巴细胞脉络丛脑膜炎的西医治疗方法有哪些。,0.0353982300884955,0.0239520908171691,0.0,0.0239520908171691,0.0109940266871616
椎管内脓肿的西医治疗方法有哪些。,0.0378548895899053,0.0256410207232093,0.0,0.0256410207232093,0.0101314968705748
头皮撕脱伤的西医治疗方法有哪些。,0.0472972972972973,0.0343642563342433,0.0,0.0343642563342433,0.0055733042113562
皮肌炎性周围神经病的西医治疗方法有哪些。,0.0345679012345679,0.0249999950151259,0.0,0.0249999950151259,0.0035498832317219
颈椎关节炎的西医治疗方法有哪些。,0.0440251572327044,0.0319488768161364,0.0,0.0319488768161364,0.0039649652562836
T7T12水平闭合性骨折伴其他特指的脊髓损伤的西医治疗方法有哪些。,0.041407867494824,0.0333333284521708,0.0026454976472267,0.0291666617855042,0.0036110031245545
甲虫皮炎的西医治疗方法有哪些。,0.1273209549071618,0.1185983777798768,0.0310077469391871,0.0862533643027879,0.0132485809522712
颌面部间隙感染的西医治疗方法有哪些。,0.0405797101449275,0.0294117597121115,0.0,0.0294117597121115,0.010399975722617
手指开放性伤口不伴有指甲损害的西医治疗方法有哪些。,0.0482758620689655,0.0350877144982462,0.0,0.0350877144982462,0.0152578610031256
硬化型骨髓炎的西医治疗方法有哪些。,0.021551724137931,0.0130718909659642,0.0,0.0130718909659642,0.0052202233285326
病毒性小肠炎的西医治疗方法有哪些。,0.2769230769230769,0.2701298651922416,0.0648464114216244,0.2337662288286052,0.0246950660324661
先天性胆道闭锁的西医治疗方法有哪些。,0.0763723150357995,0.0676328454473853,0.0,0.0628019275729892,0.0082290185253828
后纵韧带骨化的西医治疗方法有哪些。,0.0334128878281623,0.0242130706107214,0.0,0.0242130706107214,0.0060500141932691
结膜疾患的西医治疗方法有哪些。,0.0397350993377483,0.0269360219406192,0.0,0.0269360219406192,0.014176536627803
继发性心肌病的西医治疗方法有哪些。,0.0512820512820512,0.043196539766851,0.0,0.043196539766851,0.0082867415419146
结核性肾盂炎的西医治疗方法有哪些。,0.0381471389645776,0.0276243043924187,0.0,0.0276243043924187,0.0116841272819224
太田痣的西医治疗方法有哪些。,0.0471204188481675,0.037135273712473,0.0,0.037135273712473,0.0074681776256939
Kikuchi坏死性组织细胞淋巴结炎的西医治疗方法有哪些。,0.0383693045563549,0.0291970756308577,0.0,0.0291970756308577,0.0029614698274816
肿瘤引起的脑积水的西医治疗方法有哪些。,0.1483375959079284,0.1398963680871971,0.0127185959631099,0.129533673786679,0.0129818919417817
皮层性聋的西医治疗方法有哪些。,0.036036036036036,0.0243902389115492,0.0,0.0243902389115492,0.0104517084935682
硬脊膜动静脉瘘的西医治疗方法有哪些。,0.2941176470588235,0.2878411860862391,0.0462962913043462,0.1985111612723434,0.0209630125770562
免疫缺陷的西医治疗方法有哪些。,0.0489296636085626,0.0372670757470783,0.0,0.0372670757470783,0.0120088617775084
妊娠合并风湿病的西医治疗方法有哪些。,0.3155339805825242,0.3095823046489867,0.0687499950082523,0.2702702653369475,0.024753102627078
齿龈继发恶性肿瘤的西医治疗方法有哪些。,0.0544217687074829,0.0459770066851636,0.0,0.0413793055357384,0.0071423212538
角膜知觉减退的西医治疗方法有哪些。,0.0419580419580419,0.0286738301270547,0.0,0.0286738301270547,0.013167548987268
拇指掌指关节侧副韧带损伤的西医治疗方法有哪些。,0.036036036036036,0.0243902389041131,0.0,0.0243902389041131,0.0092236672067713
毛发真菌病的西医治疗方法有哪些。,0.2058823529411765,0.1985111617814285,0.0339558526403424,0.1637717076871357,0.0133441481255722
淹溺的西医治疗方法有哪些。,0.205607476635514,0.1985815558235949,0.0311041943353601,0.1607564967219401,0.0131600577778572
肥大细胞增生病的西医治疗方法有哪些。,0.0459770114942528,0.0372092977413742,0.0,0.0372092977413742,0.0084298580757153
莱姆病的西医治疗方法有哪些。,0.2923588039867109,0.2837837788750914,0.0579064540919939,0.2635135086048211,0.0248739258522189
肺芽生菌病的西医治疗方法有哪些。,0.1867321867321867,0.1791044728738151,0.0326264225366123,0.1542288509832678,0.0133998416858519
先天性正中唇裂的西医治疗方法有哪些。,0.0422535211267605,0.0333333284885494,0.0,0.0333333284885494,0.0068046402945658
甲板染色的西医治疗方法有哪些。,0.0437636761487965,0.0354767140891151,0.005882348268559,0.0354767140891151,0.0059305331202835
海绵窦及相关综合征(多条眼球运动神经麻痹)的西医治疗方法有哪些。,0.037940379403794,0.0275482045267104,0.0,0.0275482045267104,0.0081440822828057
唇外翻的西医治疗方法有哪些。,0.0658682634730539,0.0547112412006545,0.0039840588478814,0.0547112412006545,0.0059607612495088
汗腺腺癌的西医治疗方法有哪些。,0.0341463414634146,0.02469135319616,0.0,0.02469135319616,0.0068038892124469
眼睑细胞组织增生症的西医治疗方法有哪些。,0.2,0.1927083288054742,0.0482758573771704,0.1718749954721409,0.0151000071643123
玻璃体淀粉样变性的西医治疗方法有哪些。,0.0320855614973262,0.0216802120551416,0.0,0.0216802120551416,0.0064999592358658
转化型原始细胞增多性难治性贫血的西医治疗方法有哪些。,0.0535714285714285,0.0451467219634245,0.0061255692799207,0.0451467219634245,0.0094796416844462
游离体的西医治疗方法有哪些。,0.0628930817610062,0.0550847411537636,0.0,0.0466101648825773,0.0066615453778923
布里凯综合征的西医治疗方法有哪些。,0.0682414698162729,0.0580474884622082,0.0,0.052770443607327,0.0042311130622255
先天性贝壳耳畸形的西医治疗方法有哪些。,0.1805555555555555,0.1733021030080789,0.0364188114796647,0.1498828992610063,0.0116677320077231
瞳孔功能异常的西医治疗方法有哪些。,0.0374531835205992,0.0229007583692686,0.0,0.0229007583692686,0.012465021171438
脓细胞的西医治疗方法有哪些。,0.2323232323232323,0.2256410211143985,0.0716723501726872,0.1743589698323472,0.0243772512901138
中位阻生异位埋伏牙的西医治疗方法有哪些。,0.0112781954887218,0.0037950617715887,0.0,0.0037950617715887,0.0023697696196357
净齿剂牙磨损的西医治疗方法有哪些。,0.0378947368421052,0.0297872291874159,0.0,0.0297872291874159,0.0101105202685639
腹内疝的西医治疗方法有哪些。,0.0283018867924528,0.0191387512445926,0.0,0.0191387512445926,0.005384878210619
焦虑症的西医治疗方法有哪些。,0.0626506024096385,0.053658531714932,0.0,0.0439024341539565,0.0044367653446117
鼻咽纤维瘤的西医治疗方法有哪些。,0.036036036036036,0.0243902390481865,0.0,0.0243902390481865,0.007256594501738
呼吸道合胞病毒肺炎的西医治疗方法有哪些。,0.2425629290617849,0.2361111063580247,0.0544871746105054,0.1944444396913581,0.0201542527818272
结节性淋巴细胞为主型的霍奇金淋巴瘤的西医治疗方法有哪些。,0.0358056265984654,0.0259067307525043,0.0,0.0207253836022455,0.008406754100007
胫腓远端关节脱位的西医治疗方法有哪些。,0.0221729490022172,0.0134529105246449,0.0,0.0134529105246449,0.0021455949863931
急性甲状腺炎的西医治疗方法有哪些。,0.0457516339869281,0.0332225864222256,0.0,0.0332225864222256,0.011735576313909
下颌下腺良性肿瘤的西医治疗方法有哪些。,0.2043478260869565,0.1978021931917402,0.0636758272610641,0.1538461492356963,0.0221722541304964
家族性帕金森综合征伴周围神经病的西医治疗方法有哪些。,0.0288065843621399,0.0207900158989642,0.0,0.0207900158989642,0.0059056573363758
外阴瘙痒的西医治疗方法有哪些。,0.3027295285359802,0.2964824071456529,0.0788643483541485,0.2311557739798238,0.0230905295983382
安乃近中毒的西医治疗方法有哪些。,0.2142857142857142,0.2067183414722674,0.0536672580215761,0.1808785481906136,0.0320186548947186
面瘫、耳痛及外耳道疱疹三联征的西医治疗方法有哪些。,0.0324543610547667,0.0245901593819714,0.0,0.0245901593819714,0.0065233304298945
过度惊吓反应症的西医治疗方法有哪些。,0.1888619854721549,0.1822660049614163,0.0234505812734256,0.1625615714638794,0.0140606073526967
瘢痕的西医治疗方法有哪些。,0.0326797385620915,0.0199335498199811,0.0,0.0199335498199811,0.0030317786569093
偏身感觉异常的西医治疗方法有哪些。,0.0204603580562659,0.0102827714051609,0.0,0.0102827714051609,0.0031325438609642
耳结缔组织肿瘤的西医治疗方法有哪些。,0.0673684210526315,0.0595744634220012,0.0055632774238719,0.0510638251241289,0.0072649236034463
后天性肱骨变形的西医治疗方法有哪些。,0.3772609819121447,0.3717277437307091,0.1047297247333822,0.3036649165055783,0.0576407537609577
髋关节周围骨化的西医治疗方法有哪些。,0.1705069124423963,0.1650943347668211,0.0153846104494217,0.1320754668422928,0.0072866767529408
生殖道异物的西医治疗方法有哪些。,0.0429594272076372,0.0338164205839115,0.0,0.0338164205839115,0.0074148327798441
胃肠炎的西医治疗方法有哪些。,0.1870824053452115,0.1801801752974597,0.0362537714515208,0.1486486437659282,0.0145558386792284
腕和手血管损伤的西医治疗方法有哪些。,0.0447284345047923,0.0324675274810262,0.0,0.0324675274810262,0.0135807254562375
分娩合并循环系统疾病的西医治疗方法有哪些。,0.2945368171021378,0.2884615337390209,0.0493827111501681,0.211538456815944,0.0241808025167242
翼钩过长的西医治疗方法有哪些。,0.0440528634361233,0.0357142810730235,0.0,0.0357142810730235,0.0062551301204765
刺激性接触性皮炎的西医治疗方法有哪些。,0.0518518518518518,0.0377358442417948,0.0,0.0377358442417948,0.0170542271725677
胃扭转的西医治疗方法有哪些。,0.285,0.2784810078897613,0.074074069170525,0.2126582230796348,0.0256203388143311
哈钦森三征的西医治疗方法有哪些。,0.0499999999999999,0.0395480179820618,0.003676466529254,0.0395480179820618,0.0117780758536202
妊娠合并水痘的西医治疗方法有哪些。,0.2146892655367231,0.2279202229202686,0.0287253091877822,0.1424501374501832,0.013144881970912
子宫颈钙化的西医治疗方法有哪些。,0.3377308707124011,0.3324396735199706,0.0542372832321751,0.2466487888014721,0.0211591327241881
神经肌肉性髋脱位的西医治疗方法有哪些。,0.0980392156862745,0.0893300199070251,0.0,0.0645161241253875,0.0081769138637307
骨髓炎的西医治疗方法有哪些。,0.0345572354211663,0.0262582011255987,0.0,0.0262582011255987,0.0066422240326144
先天性唇瘘的西医治疗方法有哪些。,0.0533333333333333,0.0450450401084535,0.0,0.0405405356039491,0.0038846813169341
毛细胞白血病的西医治疗方法有哪些。,0.0388349514563106,0.0294840245625396,0.0,0.0294840245625396,0.0086733298641734
鼻恶性黑色素瘤的西医治疗方法有哪些。,0.036697247706422,0.0278422224656422,0.0,0.0232018512359439,0.0075331782527654
间质性肺气肿的西医治疗方法有哪些。,0.0409090909090909,0.032183903294597,0.0,0.032183903294597,0.0069806702621737
疣的西医治疗方法有哪些。,0.0421052631578947,0.0319999953484806,0.0,0.0319999953484806,0.0078176424222133
